start_ip_in,end_ip_in,continen,countr,country_cod,country_c,regio,stat,state_cod,state_c,cit,city_c,postal_cod,area_cod,time_zon,latitud,longitud,dm,ms,connection_typ,line_spee,ip_routing_typ,as,sl,tl,organizatio,carrie,anonymizer_statu,proxy_typ,proxy_leve,proxy_last_detecte,hosting_facilit
1813102,1813103,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813103,1813103,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-03-2,fals
1813103,1813103,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-03-1,fals
1813103,1813104,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813104,1813104,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-05-0,fals
1813104,1813104,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813104,1813104,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-0,fals
1813104,1813106,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813106,1813106,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-05-0,fals
1813106,1813112,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813112,1813112,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,transparen,2019-03-1,fals
1813112,1813116,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813116,1813116,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-03-1,fals
1813116,1813118,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813118,1813118,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-2,fals
1813118,1813120,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813120,1813120,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,transparen,2019-05-2,fals
1813120,1813120,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813120,1813120,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-02-1,fals
1813120,1813120,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813120,1813120,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1813121,1813121,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-03-2,fals
1813121,1813121,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813121,1813121,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-2,fals
1813121,1813121,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813121,1813121,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-3,fals
1813121,1813123,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813123,1813123,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-2,fals
1813123,1813123,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813123,1813123,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-2,fals
1813123,1813123,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,privat,we,elit,2019-05-1,fals
1813123,1813124,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813124,1813124,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1813124,1813126,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813127,1813127,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-2,fals
1813127,1813130,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813130,1813130,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-01-1,fals
1813130,1813130,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813130,1813130,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,transparen,2019-04-1,fals
1813130,1813130,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-3,fals
1813130,1813132,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813132,1813132,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-2,fals
1813132,1813133,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813133,1813133,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-3,fals
1813133,1813133,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813134,1813134,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-3,fals
1813134,1813134,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813134,1813134,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-06-0,fals
1813134,1813135,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813135,1813135,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,transparen,2019-05-2,fals
1813135,1813135,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813135,1813135,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,sock,elit,2018-12-2,fals
1813135,1813136,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813136,1813136,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,sock,elit,2019-06-1,fals
1813136,1813136,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813136,1813136,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,sock,elit,2019-04-0,fals
1813136,1813136,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813137,1813137,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-01-1,fals
1813137,1813137,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-06-1,fals
1813137,1813137,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813137,1813137,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,sock,elit,2019-05-0,fals
1813137,1813139,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813139,1813139,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-0,fals
1813139,1813139,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-2,fals
1813139,1813139,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813139,1813139,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-01-0,fals
1813139,1813139,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-3,fals
1813139,1813140,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813140,1813140,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-05-0,fals
1813140,1813140,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813140,1813140,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,transparen,2019-06-1,fals
1813140,1813141,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813141,1813141,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-2,fals
1813141,1813142,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813142,1813142,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-06-1,fals
1813142,1813143,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813143,1813143,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,sock,elit,2019-05-3,fals
1813143,1813143,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813143,1813143,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,transparen,2019-04-1,fals
1813143,1813144,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813144,1813144,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-03-2,fals
1813144,1813144,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813144,1813144,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-03-1,fals
1813144,1813144,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813145,1813145,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-1,fals
1813145,1813145,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813145,1813145,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-2,fals
1813145,1813145,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813145,1813148,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813148,1813148,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,sock,elit,2019-05-0,fals
1813148,1813162,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813162,1813162,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-03-2,fals
1813162,1813171,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813171,1813196,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813196,1813222,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813222,1813222,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,transparen,2019-06-0,fals
1813222,1813222,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813222,1813223,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813223,1813223,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-0,fals
1813223,1813228,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813228,1813228,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-01-2,fals
1813228,1813236,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813236,1813236,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-2,fals
1813236,1813239,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813239,1813239,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-0,fals
1813239,1813244,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813244,1813244,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-2,fals
1813244,1813245,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813245,1813245,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-01-1,fals
1813246,1813247,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813248,1813250,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813250,1813250,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,suspec,htt,elit,2019-04-2,fals
1813251,1813263,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813263,1813263,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,activ,htt,elit,2019-05-3,fals
1813263,1813273,asi,thailan,t,8,"""",lop bur,"""",2,lop bur,2,1500,"""",,14.7995,100.6533,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813273,1813274,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
1813275,1813275,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,inactiv,htt,elit,2019-01-0,fals
1813275,1813279,asi,thailan,t,8,"""",krung the,"""",2,bangko,2,1020,"""",,13.7563,100.5017,"""","""",mobile wireles,lo,mobile gatewa,2396,"""","""",tot mobile co lt,tot public company limite,"""","""","""","""",fals
